ID,Tweet,Influenza,Diarrhea,Hayfever,Cough,Headache,Fever,Runnynose,Cold,labels,is_test
514en,"My snot and congestion are killing me. I took medicine, but it doesn't seem to work for my nose, so I decided to stay home and rest.",0,0,0,0,0,0,1,1,Runnynose;Cold,False
515en,I woke up with a stomachache and it turned out to be diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
516en,Don't underestimate cypress allergies!,0,0,0,0,0,0,0,0,sober,False
517en,It's really difficult when you have to work with someone who has a cold.,0,0,0,0,0,0,0,0,sober,False
518en,My nose is running like a faucet. Like it's allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
519en,I have to make a contract within this month. It's such a source of headache.,0,0,0,0,0,0,0,0,sober,False
520en,"When my head hurts so much, I feel like I could communicate with outer space.",0,0,0,0,1,0,0,0,Headache,False
521en,I woke up and had a little diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
522en,Almost all of the students in my club got the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
523en,They don't even have the manners to cover their mouth when coughing.,0,0,0,1,0,0,0,0,Cough,False
524en,Nursery school life. Diarrhea is going around.,0,1,0,0,0,0,0,0,Diarrhea,False
525en,Bird flu season is back again.,0,0,0,0,0,0,0,0,sober,False
526en,Someone said that a fever is proof that you're alive.,0,0,0,0,0,0,0,0,sober,False
527en,"The person next to me did a deliberately cough, then got off. What was that?",0,0,0,1,0,0,0,0,Cough,False
528en,"I am going to take medicine, since I'm coughing like crazy.",0,0,0,1,0,0,0,0,Cough,False
529en,"I can't focus on my work, because of diarrhea.",0,1,0,0,0,0,0,0,Diarrhea,False
530en,I'm going once my cough is better.,0,0,0,1,0,0,0,0,Cough,False
531en,"It's been cool lately, but the heat of my passion for pop stars is still a mid-summer fantasy.",0,0,0,0,0,0,0,0,sober,False
532en,"This sucks, I woke up this morning and my headache isn't any better. Do you think I should see a doctor?",0,0,0,0,1,0,0,0,Headache,False
533en,My head hurts a lot. Are you not supposed to take a bath when you have a headache like this?,0,0,0,0,1,0,0,0,Headache,False
534en,Do I have to get a flu shot?,0,0,0,0,0,0,0,0,sober,False
535en,I woke up with a terrible headache and I can't even get up.,0,0,0,0,1,0,0,0,Headache,False
536en,It's so difficult to let them know that I can't go because of my bad headache.,0,0,0,0,1,0,0,0,Headache,False
537en,"My stomach kinda hurt, and it turned out it was totally diarrhea.",0,1,0,0,0,0,0,0,Diarrhea,False
538en,My lymph nodes are swollen and I have a fever.,0,0,0,0,0,1,0,0,Fever,False
539en,"To make your congestion go away, I suggest that you play with my dog.",0,0,0,0,0,0,1,0,Runnynose,False
540en,A headache is the last thing I would like to have.,0,0,0,0,1,0,0,0,Headache,False
541en,"My brother seems to have the flu. Everybody, be careful.",1,0,0,0,0,1,0,0,Influenza;Fever,False
542en,Danger! The bird flu is scary.,0,0,0,0,0,0,0,0,sober,False
543en,"I saw on my phone that they're hiring a part-time miko at a shrine in Tokyo. There are fewer than there were last year, though. I won't be able to apply if I have a fever, so I have to take care of myself.",0,0,0,0,0,0,0,0,sober,False
544en,"With all the stress from work, I get diarrhea all the time.",0,1,0,0,0,0,0,0,Diarrhea,False
545en,The bird flu is really dangerous.,0,0,0,0,0,0,0,0,sober,False
546en,I got diarrhea right before the final soccer match. I gotta laugh it off.,0,1,0,0,0,0,0,0,Diarrhea,False
547en,I can't believe I've developed allergies...!,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
548en,The bird flu is so horrifying.,0,0,0,0,0,0,0,0,sober,False
549en,What was the Spanish flu again?,0,0,0,0,0,0,0,0,sober,False
550en,"By the way, isn't there a super effective remedy for allergies? Every year, I suffer from it.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
551en,I've been wasting my body fluid because of my runny nose.,0,0,0,0,0,0,1,1,Runnynose;Cold,False
552en,"Last week, my brother got the flu, but now he's doing fine.",0,0,0,0,0,0,0,0,sober,False
553en,I don't know if I can make it to the concert because I'm coughing. I hope it will subside soon.,0,0,0,1,0,0,0,0,Cough,False
554en,"They say there will be much more pollen next spring. I'm gonna have a hard time, since I'm allergic to it.",0,0,0,0,0,0,0,0,sober,False
555en,"Looks like the scientist who developed the medicine for the mumps will visit us from Spain, and I was just told to accompany the person, so I'm busy preparing.",0,0,0,0,0,0,0,0,sober,False
556en,"By the way, it's so painful listening to that music. I get a headache.",0,0,0,0,0,0,0,0,sober,False
557en,It's common courtesy to wear a mask when you have a cough.,0,0,0,1,0,0,0,0,Cough,False
558en,The younger generation always plays it off as a cough.,0,0,0,1,0,0,0,0,Cough,False
559en,This scene where they wipe snot always cracks me up.,0,0,0,0,0,0,0,0,sober,False
560en,"The stuffiness is gone, but now I have a runny nose.",0,0,0,0,0,0,1,0,Runnynose,False
561en,"It's been a week today, and I still have a fever.",0,0,0,0,0,1,0,0,Fever,False
562en,Fake coughing is so annoying.,0,0,0,1,0,0,0,0,Cough,False
563en,Diarrhea reminds me of my childhood.,0,1,0,0,0,0,0,0,Diarrhea,False
564en,I've had a headache since I got back. I feel so weak that I don't even want to go take a bath.,0,0,0,0,1,0,0,0,Headache,False
565en,I have a headache and snot. Is that a cold?,0,0,0,0,1,0,1,1,Headache;Runnynose;Cold,False
566en,"The moment I felt like my stomach kinda hurts, I got diarrhea.",0,1,0,0,0,0,0,0,Diarrhea,False
567en,"I have a light headache. It might be a cold, so I called it a day and am going to bed.",0,0,0,0,1,0,0,1,Headache;Cold,False
568en,"I went to the nurse's room, saying I had a fever. Now I'm fiddling with my phone.",0,0,0,0,0,1,0,0,Fever,False
569en,"I was supposed to just fart, but diarrhea came out instead, and everybody laughed so hard.",0,1,0,0,0,0,0,0,Diarrhea,False
570en,"Even though I have a little bit of a fever, I still have to work.",0,0,0,0,0,1,0,0,Fever,False
571en,Apparently yogurt is a good allergy remedy.,0,0,0,0,0,0,0,0,sober,False
572en,My brother got the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
573en,I have a fever. Have I caught some kind of bug?,0,0,0,0,0,1,0,0,Fever,False
574en,"I love dogs, but my nose gets runny because of my allergy. It would be so much fun to dogsit, but I can't.",0,0,0,0,0,0,1,0,Runnynose,False
575en,Finally allergies got me.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
576en,It's been a while since I had a headache. I'm outta here.,0,0,0,0,1,0,0,0,Headache,False
577en,"Since my daughter has a fever, I'm not going to work.",0,0,0,0,0,1,0,0,Fever,False
578en,It was hilarious I got the flu right after we talked about how we should be careful about it.,0,0,0,0,0,0,0,0,sober,False
579en,I'm finally recovering from my first ever flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
580en,"They say allergies will be horrid in the spring, but don't they say the same thing every year anyway?",0,0,0,0,0,0,0,0,sober,False
581en,"I've had a headache since this morning, so I thought I would just go home as soon as possible, but I'm stuck, because the train is delayed.",0,0,0,0,1,0,0,0,Headache,False
582en,I got a runny nose and fever. My stomach hurts and the lymph glands in my neck are swollen.,0,1,0,0,0,1,1,0,Diarrhea;Fever;Runnynose,False
583en,"Last night, my brother had a high fever. I hope it's not the flu, since I have an important contest for my club next week.",0,0,0,0,0,1,0,0,Fever,False
584en,My nose won't stop running. I bet I'm gonna bleed from my brain any time now.,0,0,0,0,0,0,1,0,Runnynose,False
585en,The bird flu is going around again.,0,0,0,0,0,0,0,0,sober,False
586en,My brother's friend from his club seems to have gotten the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
587en,I woke up with a tremendous headache.,0,0,0,0,1,0,0,0,Headache,False
588en,Flu vaccines are made every year from a predicted strain.,0,0,0,0,0,0,0,0,sober,False
589en,I think I have a cold and I'm wondering if I should go to a concert.,0,0,0,0,0,0,0,1,Cold,False
590en,I might have a head cold. I have no choice but to go home early and rest today.,0,0,0,0,0,0,1,1,Runnynose;Cold,False
591en,"I'm going home now, because my head hurts tremendously.",0,0,0,0,1,0,0,0,Headache,False
592en,"Even though I've been sick with a cold, I'm not sure if I can call in sick.",0,0,0,0,0,0,0,1,Cold,False
593en,I've been coughing for about 2 weeks already. What the hell is this? Am I going to die?,0,0,0,1,0,0,0,0,Cough,False
594en,I got this urgent translation project and it's gonna ruin my weekend. That's a headache.,0,0,0,0,0,0,0,0,sober,False
595en,"I had had a chill for a while, and of course it turned out to be a cold.",0,0,0,0,0,0,0,1,Cold,False
596en,My cold is really kicking in. My body is weak and my head isn't clear. It sucks. I gotta submit my paper today.,0,0,0,0,0,0,0,1,Cold,False
597en,"To ease any pain other than headache, listening to music helps.",0,0,0,0,1,0,0,0,Headache,False
598en,"My nose has ran so much, it makes me believe I'm eliminating all the body fluids I have in my body.",0,0,0,0,0,0,1,0,Runnynose,False
599en,They say diarrhea outbreaks are becoming a social problem.,0,0,0,0,0,0,0,0,sober,False
600en,"Lately I'll wake up with a stomachache, go to the bathroom, and it'll be diarrhea.",0,1,0,0,0,0,0,0,Diarrhea,False
601en,My cell phone is crazy hot.,0,0,0,0,0,0,0,0,sober,False
602en,My head hurts from the side effect of my medicine.,0,0,0,1,1,0,0,0,Cough;Headache,False
603en,I got a fever and snot and headache. Someone help me.,0,0,0,0,1,1,1,0,Headache;Fever;Runnynose,False
604en,My abs hurt from coughing so much.,0,0,0,1,0,0,0,0,Cough,False
605en,"That patient who was carried from the airport seems to have dengue fever. They said that s/he came back to Tokyo this morning. The TV news said that the Ministry of Health, Labour and Welfare made an announcement on it.",0,0,0,0,0,0,0,0,sober,False
606en,"They act like they're having a hard time with all the coughing and fever, but it's so hard to believe.",0,0,0,1,0,1,0,0,Cough;Fever,False
607en,"It's about time to get up. It's too cold to get out of bed, and what's worse, I have diarrhea.",0,1,0,0,0,0,0,0,Diarrhea,False
608en,Is it true that eczema sufferers are prone to allergies?,0,0,0,0,0,0,0,0,sober,False
609en,There are so many people who have no etiquette when they have to cough.,0,0,0,1,0,0,0,0,Cough,False
610en,"I'm starting to have a chill, so I might have a cold.",0,0,0,0,0,0,0,1,Cold,False
611en,I'm wondering if I should report to school that my stomach is acting up and I'm getting diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
612en,How do you say diarrhea in English?,0,0,0,0,0,0,0,0,sober,False
613en,"As I said on my blog, my nose is runny as hell.",0,0,0,0,0,0,1,0,Runnynose,False
614en,"As a remedy for headaches, they recommend reading translated books on space.",0,0,0,0,1,0,0,0,Headache,False
615en,"Not only on Twitter, but also on my blog, I'm spreading information on my snot and congestion.",0,0,0,0,0,0,1,0,Runnynose,False
616en,"When you have a cold, you get a chill and your body gets weak, but that applies to the flu as well, doesn't it?",0,0,0,0,0,0,0,1,Cold,False
617en,Having a headache is proof that you are receiving electronic waves from space.,0,0,0,0,1,0,0,0,Headache,False
618en,"My fever won't go down, and I'm wondering if I should get rest.",0,0,0,0,0,1,0,0,Fever,False
619en,I'm surprised that I got allergies myself.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
620en,I remember when I got severe diarrhea before.,0,0,0,0,0,0,0,0,sober,False
621en,A fever is excruciating for anybody.,0,0,0,0,0,1,0,0,Fever,False
622en,My daughter's fever is not going down.,0,0,0,0,0,1,0,0,Fever,False
623en,You need to do something for headaches!,0,0,0,0,1,0,0,0,Headache,False
624en,"I'm scared of the bird flu, I hope they take it seriously and test for it.",0,0,0,0,0,0,0,0,sober,False
625en,"I don't know if it's the cold, but I've had a stomachache since this morning. I might have diarrhea as well, but my job requires me to be on my feet.",0,1,0,0,0,0,0,0,Diarrhea,False
626en,I knew I would get diarrhea from such an unsanitary rice bowl place.,0,1,0,0,0,0,0,0,Diarrhea,False
627en,It's so mysterious how I got a fever.,0,0,0,0,0,1,0,0,Fever,False
628en,The flu season has just arrived.,0,0,0,0,0,0,0,0,sober,False
629en,"My senior coworker handed me a jacket, saying it's because I don't wear warm enough clothes that I got a fever.  They're so kind. ",0,0,0,0,0,1,0,0,Fever,False
630en,People with allergies are happy because there's less pollen this year.,0,0,0,0,0,0,0,0,sober,False
631en,They say on TV that the type of flu we are most exposed to this year won't cause a high fever. Is that true?,0,0,0,0,0,0,0,0,sober,False
632en,I said diarrhea in a way native English speakers would pronounce it and everybody laughed so hard.,0,0,0,0,0,0,0,0,sober,False
633en,"When I sneezed, I almost thought it was hay fever.",0,0,0,0,0,0,1,0,Runnynose,False
634en,"I don't know if it's a cold or not, but my nose is severely congested today. ",0,0,0,0,0,0,1,1,Runnynose;Cold,False
635en,"I got a headache, snot and cough. It's like an all-star game of a cold.",0,0,0,1,1,0,1,1,Cough;Headache;Runnynose;Cold,False
636en,"I bet it's the flu, but I'm so thirsty.",1,0,0,0,0,1,0,0,Influenza;Fever,False
637en,Coughing is killing my abs. My brain isn't any better.,0,0,0,1,1,0,0,0,Cough;Headache,False
638en,"My runny nose finally stopped, I'm so happy.",0,0,0,0,0,0,0,0,sober,False
639en,I still have a fever. I'm in trouble.,0,0,0,0,0,1,0,0,Fever,False
640en,"As long as I have a stuffy nose, I can't sleep well, since I can't breathe well.",0,0,0,0,0,0,1,0,Runnynose,False
641en,Today I have a stomachache and diarrhea again.,0,1,0,0,0,0,0,0,Diarrhea,False
642en,They said it was the mumps. What else is there?,0,0,0,0,0,0,0,0,sober,False
643en,"My abs hurt, because I coughed too much.",0,0,0,1,0,0,0,0,Cough,False
644en,I got diarrhea. My stomach hurts so much.,0,1,0,0,0,0,0,0,Diarrhea,False
645en,"My stomach has been acting up recently, and I get diarrhea a lot.",0,1,0,0,0,0,0,0,Diarrhea,False
646en,I wonder how they say diarrhea in English.,0,0,0,0,0,0,0,0,sober,False
647en,"My head has been hurting for about 3 days, so I think it's about time to go see a doctor about it.",0,0,0,0,1,0,0,0,Headache,False
648en,No way... I think these are allergies...,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
649en,"Right after my brother recovered from the flu, I got it.",1,0,0,0,0,1,0,0,Influenza;Fever,False
650en,What? The bird flu is so scary.,0,0,0,0,0,0,0,0,sober,False
651en,I think I got food poisoning from the rice bowl I had yesterday. Diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
652en,Looks like the bird flu is spreading in China!,0,0,0,0,0,0,0,0,sober,False
653en,"Today it was so windy, and I got bloodshoot eyes and they hurt. On top of that, I'm starting to have a fever. It's been a while since I've had strong allergy symptoms like this.",0,0,1,0,0,1,1,0,Hayfever;Fever;Runnynose,False
654en,"When you have the flu, you have to refrain from going out.",0,0,0,0,0,0,0,0,sober,False
655en,"My cell phone battery is so hot, is that bad?",0,0,0,0,0,0,0,0,sober,False
656en,I'm coughing and my head hurts. This sucks.,0,0,0,1,1,0,0,0,Cough;Headache,False
657en,I heard on the news that there are bugs going around in Tokyo. I caught something myself and have a fever.,0,0,0,0,0,1,0,0,Fever,False
658en,It's been a while since I had such a bad headache.,0,0,0,0,1,0,0,0,Headache,False
659en,This sucks. I'm having diarrhea and am going to poop myself while at work.,0,1,0,0,0,0,0,0,Diarrhea,False
660en,I'm feverish because of allergies. Scary.,0,0,1,0,0,1,1,0,Hayfever;Fever;Runnynose,False
661en,I had my doctor prescribe allergy medicine for me.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
662en,It's so nasty to swallow phlegm.,0,0,0,1,0,0,0,0,Cough,False
663en,"Whenever I play with a dog, my nose starts to get runny. Am I allergic?",0,0,0,0,0,0,1,0,Runnynose,False
664en,"No way, I have allergies? This is awful.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
665en,They said on TV that it takes a while after catching it for a fever to appear.,0,0,0,0,0,0,0,0,sober,False
666en,My wife and daughter have a fever. Am I going to be OK?,0,0,0,0,0,1,0,0,Fever,False
667en,The bird flu is really scary.,0,0,0,0,0,0,0,0,sober,False
668en,I have a cold and I feel so lightheaded.,0,0,0,0,0,0,0,1,Cold,False
669en,I've been coughing so much that my abs started to hurt yesterday.,0,0,0,1,0,0,0,0,Cough,False
670en,"I want to get a cheap flu shot, but I'm too lazy to look for information on it.",0,0,0,0,0,0,0,0,sober,False
671en,"I don't know if it's allergies or not, but my nose hurts.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
672en,Your cold is scientifically inexplicable.,0,0,0,0,0,0,0,1,Cold,False
673en,So many kids are absent today because of the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
674en,Sometime I listen to my favorite music as a remedy for a headache.,0,0,0,0,1,0,0,0,Headache,False
675en,"For headaches, I need to do something about the very cause of them.",0,0,0,0,1,0,0,0,Headache,False
676en,My wife has been sick with a fever since yesterday. Now she's eating rice porridge beside me with snot dripping from her nose.,0,0,0,0,0,1,1,0,Fever;Runnynose,False
677en,Don't you expect people to cover their mouth when they cough?,0,0,0,1,0,0,0,0,Cough,False
678en,I have a seasonal cold that just won't go away. I still have a fever of 102.,0,0,0,0,0,1,0,1,Fever;Cold,False
679en,It's depressing to think that I'll suffer allergies again next spring.,0,0,0,0,0,0,0,0,sober,False
680en,I feel so weak with a headache and a runny nose from a cold.,0,0,0,0,1,0,1,1,Headache;Runnynose;Cold,False
681en,"My brother who was having so much fun last night seems to have gotten the flu, and now he's laughing like crazy.",0,0,0,0,0,0,0,0,sober,False
682en,I don't want to believe that I've finally developed allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
683en,They said that a Nepali soccer player got diarrhea.,0,0,0,0,0,0,0,0,sober,False
684en,The morning news was telling us how to make your fever go down as quickly as possible.,0,0,0,0,0,1,0,0,Fever,False
685en,The problem is that I'm feverish.,0,0,0,0,0,1,0,0,Fever,False
686en,My brother got the flu! When he lives with a student in the middle of exams. Unbelievable.,1,0,0,0,0,1,0,0,Influenza;Fever,False
687en,"Since my head hurts, I'm going to soak in the tub.",0,0,0,0,1,0,0,0,Headache,False
688en,I've joined my wife in the allergies club.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
689en,My brother got the flu. I think he's incompetent.,1,0,0,0,0,1,0,0,Influenza;Fever,False
690en,"Today, I have diarrhea and can't work very well.",0,1,0,0,0,0,0,0,Diarrhea,False
691en,"It's been several days since I started coughing, and it keeps going.",0,0,0,1,0,0,0,0,Cough,False
692en,I want my headache to go away already.,0,0,0,0,1,0,0,0,Headache,False
693en,I got a weather related headache. I never thought it would be this painful.,0,0,0,0,1,0,0,0,Headache,False
694en,I've been in pain with diarrhea recently.,0,1,0,0,0,0,0,0,Diarrhea,False
695en,"I saw news on the bird flu. They said that 320,000 ducks and chickens were terminated. I think they managed a crisis very well.",0,0,0,0,0,0,0,0,sober,False
696en,Looks like my brother got the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
697en,Please. I really want my congestion to go away within a day.,0,0,0,0,0,0,1,0,Runnynose,False
698en,I traveled to Nepal and got diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
699en,"I had a headache the whole day at work, and now I just got home.",0,0,0,0,1,0,0,0,Headache,False
700en,Many eczema sufferers have allergies as well.,0,0,0,0,0,0,0,0,sober,False
701en,"The flu is spreading among the kids in my club, so they put the club activities on hiatus.",1,0,0,0,0,1,0,0,Influenza;Fever,False
702en,"For a headache remedy,  I think we need something that you can relax with, like listening to music or looking up at the stars and thinking about space.",0,0,0,0,1,0,0,0,Headache,False
703en,I recovered from the flu!,0,0,0,0,0,0,0,0,sober,False
704en,"If you have a chill, it could be a cold, so let's have hot lemonade and rest.",0,0,0,0,0,0,0,1,Cold,False
705en,"We are infected with noroviruses, and I got diarrhea. This sucks.",0,1,0,0,0,0,0,0,Diarrhea,False
706en,I'm having symptoms similar to the mumps.,0,0,0,0,0,0,0,0,sober,False
707en,My stomach has been weird since breakfast this morning. I might have diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
708en,"When you're surrounded with people who are coughing, you gotta wash your hands more than usual.",0,0,0,0,0,0,0,0,sober,False
709en,"No way, allergies? My snot is dripping like water.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
710en,"Somebody, please discover a cure for allergies.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
711en,I bought glasses that people say are effective for allergies.,0,0,1,0,0,0,0,0,Hayfever,False
712en,"People come to the office, thinking they can't miss work because of a cold, and that's why everybody gets sick.",0,0,0,0,0,0,0,1,Cold,False
713en,I think I got the flu. My fever won't go down.,0,0,0,0,0,1,0,0,Fever,False
714en,"This year around, my allergy symptoms are not harsh.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
715en,"It looks like my cold is kicking in, and I'm completely down.",0,0,0,0,0,0,0,1,Cold,False
716en,My nose is running like water nonstop. Is it allergies?,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
717en,It seems like the number of people with allergies is increasing.,0,0,0,0,0,0,0,0,sober,False
718en,"I love playing with my dog, like I don't care about my runny nose.",0,0,0,0,0,0,1,0,Runnynose,False
719en,I can't believe I have allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
720en,The word diarrhea is not in my dictionary.,0,0,0,0,0,0,0,0,sober,False
721en,"Since I have a headache, I'm not going to take a bath today.",0,0,0,0,1,0,0,0,Headache,False
722en,"I've been translating English too much, which makes my head hurts.",0,0,0,0,0,0,0,0,sober,False
723en,"By the way, my head hurts today.",0,0,0,0,1,0,0,0,Headache,False
724en,It's repulsive to see someone in real life fake coughing.,0,0,0,1,0,0,0,0,Cough,False
725en,"My brother says he still has a fever, so it looks like he's not going to work.",0,0,0,0,0,1,0,0,Fever,False
726en,My friend in Spain said on their blog that s/he thought s/he had a cold but it turned out to be the mumps. ,0,0,0,0,0,0,0,0,sober,False
727en,I really want people to have some etiquette and cover their mouth when they have to cough.,0,0,0,1,0,0,0,0,Cough,False
728en,"Finally, my wife has developed allergies.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
729en,"My stomach hurts, and I have a high fever. I'm not going in today.",0,1,0,0,0,1,0,0,Diarrhea;Fever,False
730en,I want to translate my agony over headaches and tell it to aliens.,0,0,0,0,0,0,0,0,sober,False
731en,Headaches simply suck.,0,0,0,0,1,0,0,0,Headache,False
732en,"I've coughed up so much phlegm, it feels as if my chest is being ripped apart.",0,0,0,1,0,0,0,0,Cough,False
733en,"If you're not observant, it's easy to mistake a cold and allergies for each other.",0,0,1,0,0,0,1,1,Hayfever;Runnynose;Cold,False
734en,Help me. I have diarrhea and my stomach hurts.,0,1,0,0,0,0,0,0,Diarrhea,False
735en,I woke up with a headache. Isn't that unusual?,0,0,0,0,1,0,0,0,Headache,False
736en,"I'm gonna sleep a bit more, as I have a headache.",0,0,0,0,1,0,0,0,Headache,False
737en,My phlegm has blood in it. Is that normal?,0,0,0,1,0,0,0,0,Cough,False
738en,"I thought I had a cold since I had a light fever. But damn, it turned out to be hay fever.",0,0,1,0,0,1,1,0,Hayfever;Fever;Runnynose,False
739en,It's flu season. I gotta keep reminding myself to gargle and wash my hands.,0,0,0,0,0,0,0,0,sober,False
740en,"My head hurts too much, so I'm going home soon.",0,0,0,0,1,0,0,0,Headache,False
741en,We all got diarrhea as a group. That's funny.,0,1,0,0,0,0,0,0,Diarrhea,False
742en,I have a fever and my belly is still swollen.,0,1,0,0,0,1,0,0,Diarrhea;Fever,False
743en,It gives me chills just thinking about what would have happened if I couldn't hold in my diarrhea that time.,0,0,0,0,0,0,0,0,sober,False
744en,"My daughter has a runny nose, though she doesn't have a fever.",0,0,0,0,0,0,1,0,Runnynose,False
745en,"Since I have a cold, I'm trying to apply a suppository for fever but I'm having difficulties, being by myself.",0,0,0,0,0,0,0,1,Cold,False
746en,I could finally sleep after taking medicine for my cough.,0,0,0,1,0,0,0,0,Cough,False
747en,It looks like a new type of cold is spreading in Spain.,0,0,0,0,0,0,0,0,sober,False
748en,Is it possible to do something for headaches?,0,0,0,0,1,0,0,0,Headache,False
749en,"It's just a cold, but they gave me fever medicine.",0,0,0,0,0,0,0,1,Cold,False
750en,"I don't know if it's because I exercised hard, but I have a headache and my body is weak. I'm going to bed without taking a bath.",0,0,0,0,1,0,0,0,Headache,False
751en,"I read some of the how-to books on nasal decongestion, but none of them was worth believing. I also see so many fishy personal remedies on blogs. I think I should just go to the doctor's and have them take a look.",0,0,0,0,0,0,1,0,Runnynose,False
752en,"I just remembered I have diarrhea, so I'm not going to play soccer today.",0,1,0,0,0,0,0,0,Diarrhea,False
753en,"Now that I have the flu, I'm not going to my club.",1,0,0,0,0,1,0,0,Influenza;Fever,False
754en,All they did was kill the animals that were a source of the flu. The government handling is so poor.,0,0,0,0,0,0,0,0,sober,False
755en,"God, I think I caught a cold.",0,0,0,0,0,0,0,1,Cold,False
756en,"If I could fix my congestion, I would pay 10,000 yen with no problem. Seriously.",0,0,0,0,0,0,1,0,Runnynose,False
757en,"I hear my cousin has the mumps, I wonder if they're doing okay...",0,0,0,0,0,0,0,0,sober,False
758en,I never thought I'd develop allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
759en,I have to get a flu shot to avoid the flu.,0,0,0,0,0,0,0,0,sober,False
760en,I heard that they will change items on the contract. It's giving me a headache.,0,0,0,0,0,0,0,0,sober,False
761en,"I got prescription allergy medicine, but it makes me much too drowsy.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
762en,Masks are part of etiquette when you have a cough.,0,0,0,1,0,0,0,0,Cough,False
763en,My abs hurt from coughing too much.,0,0,0,1,0,0,0,0,Cough,False
764en,"I got the flu, but I think I'm recovering from it. I need to drink a lot of water.",1,0,0,0,0,1,0,0,Influenza;Fever,False
765en,"I'm not fully recovered yet, so I don't feel too good. My head hurts. This sucks.",0,0,0,0,1,0,0,1,Headache;Cold,False
766en,Is it true that your back hurts when you have the flu?,0,0,0,0,0,0,0,0,sober,False
767en,My lymph nodes are swollen and hurt because of a fever.,0,0,0,0,0,1,0,0,Fever,False
768en,My head hurts. When will it stop hurting?,0,0,0,0,1,0,0,0,Headache,False
769en,"I was coughing a lot, then I got a fever and couldn't get up from bed over the weekend.",0,0,0,0,0,0,0,0,sober,False
770en,I'm not coming in today as well because of a cold and a runny nose.,0,0,0,0,0,0,1,1,Runnynose;Cold,False
771en,"My flu is in full swing now, but I am out for the ward office. To the people in Setagaya ward, I am sorry.",1,0,0,0,0,1,0,0,Influenza;Fever,False
772en,Please tell me a good medicine for a head cold.,0,0,0,0,0,0,1,1,Runnynose;Cold,False
773en,How do I say diarrhea in English?,0,0,0,0,0,0,0,0,sober,False
774en,"My brother is absent a lot because of this mysterious disease that causes a fever, a runny nose and a stomachache plus swollen lymph nodes. ",0,1,0,0,0,1,1,0,Diarrhea;Fever;Runnynose,False
775en,My translation class is so hard that it gives me a headache.,0,0,0,0,0,0,0,0,sober,False
776en,"I have a cold and my fever is kind of high, so I don't have to go to school. Yay for that, but I feel so weak and that's not cool.",0,0,0,0,0,1,0,1,Fever;Cold,False
777en,"My brother has the flu, which is hilarious.",1,0,0,0,0,1,0,0,Influenza;Fever,False
778en,My phlegm has blood in it. Is that strange?,0,0,0,1,0,0,0,0,Cough,False
779en,"My nose isn't runny anymore, but I'm not going to work anyway.",0,0,0,0,0,0,0,0,sober,False
780en,My nose is runny all the time. Is this by any chance allergies?,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
781en,Fake-sounding coughs irritated me.,0,0,0,1,0,0,0,0,Cough,False
782en,"By the way, listening to music aggravated my headache.",0,0,0,0,1,0,0,0,Headache,False
783en,"Many allergy remedies are emerging recently, but I wonder if they really work.",0,0,0,0,0,0,0,0,sober,False
784en,Looks like I have a legit cold. This sucks.,0,0,0,0,0,0,0,1,Cold,False
785en,"When I have diarrhea, I try to make myself feel better by thinking I'm pooping some toxin out.",0,1,0,0,0,0,0,0,Diarrhea,False
786en,My stomach hurts and I've got the runs!,0,1,0,0,0,0,0,0,Diarrhea,False
787en,"It was just a cold and a runny nose, but now my head is starting to hurt, so I'm gonna take a day off today.",0,0,0,0,1,0,1,1,Headache;Runnynose;Cold,False
